OPC-N3 Iss1.1 FirmwareVer=1.17a...........................BS
OPC-N3 177622502                                            
Config info:
LaserDAC,68
FanDAC,255
ToFtoSFRfactor,58
PVP(us/48),48
BinNo,Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23
BoundaryADC,14,40,80,120,145,215,340,590,846,1363,2029,2848,4119,5527,7076,8624,10204,11815,13457,15897,18305,20698,22966,25140,27158
Boundary_um,0.350,0.460,0.660,1.000,1.300,1.700,2.300,3.000,4.000,5.200,6.500,8.000,10.000,12.000,14.000,16.000,18.000,20.000,22.000,25.000,28.000,31.000,34.000,37.000,40.000
BinWeighting,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650
DataRequestInterval(s),1.398
MaxDataArraysPerFile,61798
Data:
Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,MToFBin1(us/3),MToFBin3,MToFBin5,MToFBin7,SamplingPeriod(s),SFR(ml/s),Temp(C),RH(%),PM_1.000(ug/m^3),PM_2.500(ug/m^3),PM_10.000(ug/m^3),#RjtGlitch,#RjtLong,#RjtRatio,#RjtRange,#FanRevs,LaserStatus
407,34,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,42,0,0,0.680,7.230,35.139,30.872,6.143,6.655,6.664,76,0,3183,4,0,596
415,50,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31,0,0,0.680,7.730,35.125,30.872,6.319,8.546,10.194,71,0,3274,2,0,596
391,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,7.680,35.139,30.844,5.635,5.928,5.930,80,0,3113,6,0,596
421,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,0,0,0.680,8.220,35.139,30.844,5.135,5.394,5.400,77,0,3231,4,0,596
402,36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0.680,7.700,35.125,30.739,5.554,5.832,5.834,60,0,3189,6,0,596
415,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,7.680,35.139,30.722,5.845,6.283,6.286,86,0,3193,5,0,596
454,38,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,0,0,0.680,8.260,35.139,30.768,5.711,6.063,6.070,90,0,3232,5,0,596
371,29,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,0,0,0.680,8.580,35.125,30.749,4.844,5.641,5.699,87,0,3147,7,0,596
443,40,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,8.180,35.125,30.795,5.584,6.119,6.171,87,0,3220,7,0,596
439,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,7.920,35.125,30.885,6.091,6.392,6.393,86,0,3030,3,0,597
449,50,4,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,30,34,36,0.680,7.150,35.152,30.901,7.187,10.792,16.766,86,0,3514,6,0,596
435,44,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,33,0,0.680,7.640,35.139,30.946,6.420,8.220,8.656,99,0,2904,10,0,596
436,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,7.080,35.152,30.977,6.483,6.767,6.769,80,0,3458,3,0,597
372,45,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,0,0,0.680,7.310,35.125,30.931,5.840,6.781,6.854,95,0,3044,6,0,596
407,41,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,33,0,35,0.680,6.900,35.125,30.991,6.691,10.483,17.975,95,0,3134,6,0,596
391,35,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,0,0,0.680,6.470,35.125,31.033,6.692,7.265,7.275,94,0,3196,4,0,596
373,39,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,34,0,0,0.680,6.650,35.109,31.047,6.122,6.550,6.558,86,0,3108,3,0,596
393,30,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,34,0,0.680,6.750,35.125,31.001,6.133,7.793,8.271,72,0,3223,5,0,596
360,32,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,42,0.680,6.820,35.109,31.001,5.575,7.310,13.030,73,0,3094,2,0,596
366,38,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,27,0,0,0.680,6.630,35.125,30.991,6.337,7.322,7.396,89,0,3259,7,0,596
392,37,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,26,0,38,0.680,6.520,35.109,30.972,6.348,8.285,14.275,78,0,3015,2,0,596
374,38,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,0,0,0.680,7.170,35.125,30.899,5.712,6.624,6.698,85,0,3282,3,0,596
434,38,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0,0.680,7.080,35.139,30.946,6.522,7.358,7.426,90,0,3205,2,0,595
378,42,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,0,0,0.680,6.520,35.125,31.018,6.841,7.495,7.506,81,0,3219,5,0,596
435,41,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,6.940,35.139,30.960,6.724,8.422,10.182,95,0,3084,2,0,597
384,45,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,30,29,0,0.680,6.680,35.125,30.899,6.930,8.949,9.442,86,0,3207,4,0,596
365,49,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0.680,7.700,35.096,30.807,5.999,6.536,6.540,94,0,2956,4,0,596
375,38,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,30,0,0.680,6.890,35.125,30.946,6.098,7.774,8.243,77,0,3281,1,0,596
357,42,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,29,0,0.680,6.660,35.109,30.945,6.243,7.836,8.273,62,0,3044,2,0,596
371,42,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,35,0,0.680,7.310,35.109,30.913,5.945,7.595,8.038,106,0,3476,5,0,596
386,36,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0.680,7.690,35.096,30.913,5.577,5.942,5.944,86,0,3105,6,0,596
413,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0.680,7.420,35.139,30.887,5.620,5.838,5.839,92,0,3404,6,0,596
372,35,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,0,0,0.670,7.500,35.096,30.882,5.740,6.392,6.408,98,0,3259,3,0,596
415,31,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,32,0,0.680,7.300,35.125,30.946,6.055,7.274,7.659,88,0,3361,9,0,596
417,37,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0.680,7.980,35.109,30.913,5.900,6.343,6.346,85,0,3360,7,0,596
397,35,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,7.320,35.109,30.913,5.936,7.052,7.170,75,0,3318,6,0,596
398,37,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,60,0.680,7.170,35.096,30.945,5.947,7.646,13.087,85,0,3575,4,0,595
398,30,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,0,0,0.680,7.550,35.109,30.945,5.677,6.157,6.166,103,0,3090,2,0,596
364,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,7.070,35.096,31.000,5.578,5.873,5.875,91,0,3450,4,0,596
430,39,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,0,42,0.680,7.280,35.096,30.972,6.616,9.057,14.489,76,0,2963,3,0,596
419,40,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,31,0,0.680,7.420,35.109,30.885,6.689,8.337,8.731,82,0,3519,4,0,595
396,34,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,0,0,0.680,7.750,35.109,30.853,5.697,6.564,6.628,61,0,3034,4,0,595
422,46,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,39,0,0.680,8.029,35.083,30.850,6.333,8.830,10.700,77,0,3196,4,0,595
440,41,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,33,0,0.680,7.860,35.083,30.840,6.063,8.731,10.694,77,0,3060,3,0,596
392,45,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,0.680,7.450,35.109,30.826,6.031,6.520,6.528,81,0,3146,5,0,596
390,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0.680,7.250,35.096,30.913,5.752,6.020,6.021,69,0,3157,2,0,596
390,39,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,0,35,0.680,6.870,35.109,30.913,6.323,8.804,14.559,76,0,3151,2,0,596
420,50,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,0,0,0.680,6.910,35.083,30.972,7.169,8.589,8.721,88,0,3152,4,0,596
391,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,6.690,35.083,30.867,6.329,6.682,6.684,70,0,3126,5,0,596
372,47,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,0,0,0.680,7.370,35.096,30.807,6.299,7.709,7.833,75,0,3592,8,0,596
424,36,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,0,39,0.680,7.210,35.096,30.869,6.477,8.419,13.838,95,0,3200,4,0,596
399,43,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,37,0,0.680,7.100,35.096,30.780,6.502,8.335,8.798,82,0,3556,3,0,595
382,45,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,0,0,0.680,7.320,35.096,30.853,6.510,8.723,8.964,83,0,3125,3,0,596
385,42,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,0,0,0.680,7.740,35.069,30.791,5.528,5.933,5.940,76,0,3173,0,0,596
375,35,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,33,0,0,0.680,8.270,35.096,30.763,4.981,5.710,5.769,88,0,2994,4,0,596
412,40,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,38,0,0.680,7.700,35.069,30.836,6.194,7.487,7.853,85,0,3294,3,0,596
407,43,8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,44,0,0,0.680,7.090,35.083,30.850,6.680,7.683,69.934,76,0,3008,4,0,596
399,33,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,7.270,35.096,30.882,5.857,8.611,10.465,92,0,3206,6,0,596
406,32,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31,0,0,0.680,7.390,35.096,30.882,6.113,8.297,9.978,74,0,3048,8,0,596
402,30,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,0,0,0.680,7.710,35.096,30.853,5.774,7.657,9.255,86,0,3253,5,0,596
414,55,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,0,0,0.680,8.420,35.096,30.823,6.006,6.982,7.047,81,0,3064,7,0,596
362,38,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0.680,7.800,35.096,30.823,5.362,6.800,6.965,92,0,3437,6,0,597
405,43,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,29,0,0.680,8.740,35.069,30.821,5.575,7.238,7.589,68,0,3140,5,0,596
383,37,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,7.690,35.069,30.762,5.406,6.049,6.105,85,0,3274,2,0,596
399,46,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,0,0,0.680,7.660,35.096,30.780,5.952,7.764,9.371,90,0,3413,9,0,596
415,52,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,0,0,0.680,7.640,35.083,30.763,6.314,6.809,6.818,68,0,3098,5,0,596
396,46,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,32,0,0.680,6.770,35.040,30.804,7.281,9.926,10.482,71,0,3322,2,0,596
393,50,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,35,0,0,0.680,6.850,35.083,30.748,6.789,7.366,7.376,73,0,3155,4,0,596
397,35,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,33,0,0.680,6.880,35.069,30.702,6.048,7.217,7.624,64,0,3236,5,0,596
409,45,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,0,0,0.680,7.190,35.083,30.688,6.671,7.401,7.418,61,0,3218,5,0,596
415,49,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,0,0,0.680,7.080,35.069,30.717,6.995,8.763,8.913,82,0,3136,3,0,596
381,34,7,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,29,0,0.680,7.270,35.083,30.717,6.041,10.027,12.542,82,0,3236,3,0,596
410,36,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,26,0,0,0.680,6.900,35.096,30.763,6.208,7.966,9.742,79,0,3092,6,0,596
391,45,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,38,0,0.680,7.490,35.069,30.717,5.880,7.856,8.603,90,0,2969,7,0,595
373,41,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,0,0,0.680,7.550,35.053,30.716,5.573,6.014,6.022,94,0,3295,4,0,596
422,44,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,33,0,0.680,7.280,35.083,30.734,6.661,8.319,8.726,84,0,2967,4,0,597
384,40,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,19,0,0.680,7.420,35.053,30.731,5.721,7.704,8.458,76,0,3207,6,0,596
413,41,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,0,0,0.680,7.800,35.083,30.704,6.029,7.713,7.891,81,0,2855,1,0,596
398,33,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,32,0,0,0.680,8.910,35.069,30.685,5.078,6.195,6.298,78,0,3298,7,0,596
395,39,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,0,0,0.680,8.360,35.069,30.762,5.318,7.552,9.120,84,0,3053,3,0,596
438,43,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0.680,7.720,35.053,30.789,6.045,6.313,58.061,93,0,3248,5,0,596
384,31,10,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,30,0,0,0.680,7.690,35.053,30.894,5.894,7.885,33.051,75,0,3421,2,0,596
421,35,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,37,0,0,0.680,7.940,35.069,30.894,5.604,6.341,6.402,74,0,3160,4,0,596
387,43,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31,31,0,0.680,8.130,35.069,30.910,5.754,8.609,10.515,96,0,3294,4,0,596
388,34,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,3,0,0.680,7.940,35.069,30.881,5.268,6.449,6.808,72,0,3088,5,0,596
444,40,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,0,0,0.680,6.980,35.053,30.836,6.860,8.710,10.467,77,0,3160,3,0,595
389,42,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,12,0,0.680,6.970,35.069,30.894,6.108,7.407,7.816,89,0,3049,2,0,596
381,34,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,0,0,0.680,6.960,35.069,30.926,5.798,6.196,6.204,74,0,3161,4,0,596
384,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0.680,7.660,35.069,30.926,5.472,5.829,5.831,64,0,2932,4,0,596
389,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,7.650,35.053,30.849,5.569,5.955,5.957,68,0,3332,4,0,596
404,40,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,20,0,0,0,0.680,7.940,35.053,30.821,5.509,5.788,106.415,81,0,3059,6,0,597
441,50,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31,0,0,0.680,7.790,35.069,30.807,6.292,6.719,6.726,76,0,3584,8,0,596
375,22,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0.670,7.950,35.040,30.835,5.041,6.083,6.193,80,0,3205,5,0,595
361,36,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,33,36,0,0.680,8.120,35.040,30.818,4.948,6.448,6.852,80,0,3607,3,0,596
453,53,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,0,0,0.680,7.880,35.069,30.850,6.544,7.031,7.040,66,0,3448,8,0,597
408,48,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,0,0,0.680,7.760,35.069,30.821,6.223,6.789,6.798,95,0,3425,5,0,596
432,38,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0.680,7.430,35.027,30.786,6.101,6.744,6.802,69,0,3430,5,0,596
407,45,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0.680,7.830,35.053,30.836,6.075,6.871,6.928,70,0,3262,5,0,595
385,34,4,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,29,19,0.680,7.490,35.053,30.836,5.603,9.296,15.307,89,0,3509,2,0,596
423,46,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,0,0,0.680,6.960,35.053,30.804,6.737,7.605,7.674,83,0,3021,4,0,596
401,50,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,7.250,35.069,30.850,6.193,7.231,7.348,81,0,3300,4,0,596
367,35,1,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,34,24,0,0.680,7.920,35.069,30.867,5.041,8.713,46.235,66,0,2998,6,0,595
433,39,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,0,0,0.680,7.800,35.040,30.818,6.264,7.529,7.647,84,0,3229,3,0,596
426,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0.680,8.020,35.069,30.821,5.604,5.876,5.878,70,0,2977,9,0,596
437,33,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,36,0,0.680,8.160,35.053,30.656,5.453,7.318,19.740,76,0,3272,6,0,596
413,31,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,0,0,0.680,8.240,35.040,30.716,5.459,6.911,18.886,73,0,3088,3,0,596
440,38,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,0,0,0.680,8.300,35.053,30.731,5.684,6.197,6.211,86,0,3288,1,0,596
420,45,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,0,0,0.680,8.720,35.053,30.762,5.251,5.595,5.601,84,0,2921,10,0,595
391,43,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,37,0,0.680,7.900,35.053,30.762,5.517,7.049,7.464,87,0,3276,11,0,596
389,34,6,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,31,28,0,0.680,7.800,35.040,30.775,5.579,7.227,68.669,79,0,3036,10,0,596
452,33,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,0,34,0.680,7.740,35.053,30.821,6.030,7.837,12.890,81,0,3278,5,0,596
389,40,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,31,0,0.680,7.690,35.040,30.864,5.831,7.996,21.179,97,0,3134,2,0,595
417,37,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,0,0,0.680,7.660,35.053,30.849,6.095,7.100,7.171,75,0,3241,2,0,595
396,37,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0.680,7.940,35.053,30.864,5.552,6.261,6.317,65,0,3152,4,0,596
402,39,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,0,0,0.680,7.520,35.053,30.804,5.922,6.395,6.403,88,0,3243,3,0,596
389,30,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,30,0,0,0.680,7.560,35.053,30.762,5.598,6.197,6.212,69,0,3571,6,0,596
396,30,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,32,0,0,0.680,7.340,35.040,30.731,5.518,5.981,5.995,73,0,3018,0,0,596
366,45,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,0,0,0.680,7.460,35.040,30.716,5.849,6.862,6.934,93,0,3250,5,0,596
373,27,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,7.510,35.040,30.672,5.370,6.468,6.583,80,0,3013,2,0,595
356,44,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,7.560,35.053,30.640,5.583,6.339,6.397,82,0,3329,4,0,596
399,36,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,7.580,35.040,30.716,5.568,7.078,8.688,83,0,3103,2,0,596
386,27,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,29,0,0,0.680,7.590,35.040,30.640,5.403,7.040,76.360,73,0,3316,5,0,596
397,36,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,7.090,35.040,30.640,6.109,6.475,6.477,92,0,3144,5,0,597
398,38,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,0,0,0.680,7.290,35.053,30.702,5.998,6.576,6.591,71,0,3198,3,0,596
398,27,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0.680,7.840,35.053,30.745,5.263,5.903,5.958,88,0,3194,4,0,596
455,29,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,34,0,0.680,8.020,35.040,30.789,5.692,6.717,7.067,75,0,3360,7,0,595
428,39,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0.680,7.570,35.040,30.804,6.098,6.791,6.849,82,0,3298,3,0,596
455,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0.680,7.290,35.040,30.818,6.611,6.873,6.874,94,0,3228,5,0,596
383,41,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,32,0,0.680,6.890,35.040,30.849,6.257,7.536,7.943,66,0,3210,5,0,596
392,44,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,32,0,0,0.680,7.180,35.040,30.759,6.363,6.931,6.941,79,0,3001,5,0,596
383,40,6,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,27,0,0,0.680,6.830,35.027,30.786,6.416,9.480,38.412,68,0,3276,2,0,596
401,41,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29,0,0,0.680,7.140,35.027,30.743,6.109,7.648,21.467,75,0,3057,7,0,596
416,39,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,31,0,0.680,7.600,35.040,30.640,6.093,7.520,7.903,86,0,3119,6,0,596
411,41,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,0,0,0.680,7.320,35.040,30.716,6.268,6.883,6.899,82,0,3338,1,0,596
406,27,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,55,0,0.680,7.410,35.040,30.731,6.016,8.136,8.599,69,0,3255,5,0,596
409,29,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,3,0,0.680,7.260,35.011,30.594,6.081,8.770,10.844,64,0,3283,2,0,596
