OPC-N3 Iss1.1 FirmwareVer=1.17a...........................BS
OPC-N3 177622502                                            
Config info:
LaserDAC,68
FanDAC,255
ToFtoSFRfactor,58
PVP(us/48),48
BinNo,Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23
BoundaryADC,14,40,80,120,145,215,340,590,846,1363,2029,2848,4119,5527,7076,8624,10204,11815,13457,15897,18305,20698,22966,25140,27158
Boundary_um,0.350,0.460,0.660,1.000,1.300,1.700,2.300,3.000,4.000,5.200,6.500,8.000,10.000,12.000,14.000,16.000,18.000,20.000,22.000,25.000,28.000,31.000,34.000,37.000,40.000
BinWeighting,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650
DataRequestInterval(s),1.398
MaxDataArraysPerFile,61798
Data:
Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,MToFBin1(us/3),MToFBin3,MToFBin5,MToFBin7,SamplingPeriod(s),SFR(ml/s),Temp(C),RH(%),PM_1.000(ug/m^3),PM_2.500(ug/m^3),PM_10.000(ug/m^3),#RjtGlitch,#RjtLong,#RjtRatio,#RjtRange,#FanRevs,LaserStatus
387,36,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,17,0,0.680,8.420,35.934,26.559,5.348,6.626,6.967,90,0,3001,3,0,596
393,37,13,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,31,0,0.680,7.810,35.918,26.570,6.519,10.015,10.869,91,0,3418,9,0,596
376,40,11,2,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,33,15,39,0.680,7.730,35.918,26.601,6.059,12.222,78.197,82,0,3197,4,0,596
360,37,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,30,15,0,0.680,7.690,35.934,26.602,5.325,7.305,7.786,79,0,3409,7,0,596
358,36,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,7.660,35.948,26.665,5.279,7.222,8.872,94,0,3292,4,0,596
382,33,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,0,0,0.680,7.650,35.934,26.559,5.344,6.100,6.163,93,0,3372,6,0,595
381,29,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,7.640,35.934,26.543,5.396,6.114,6.172,95,0,3250,10,0,596
434,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0.680,7.360,35.918,26.601,6.614,7.099,7.103,82,0,3327,4,0,596
385,32,5,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,0,0,0.680,7.450,35.934,26.602,5.823,9.458,24.455,89,0,3132,9,0,596
414,43,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,30,0,0.680,7.830,35.918,26.587,5.952,8.775,10.752,92,0,3283,9,0,595
385,39,6,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,51,3,0,0.680,7.750,35.934,26.570,5.703,8.298,88.644,89,0,3481,8,0,596
361,34,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,0,0,0.680,8.570,35.948,26.559,4.799,6.206,6.362,106,0,3319,10,0,597
362,28,4,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,33,31,0,0.680,8.250,35.934,26.543,4.949,8.406,32.584,97,0,3425,7,0,596
379,44,6,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,27,0,0,0.680,7.980,35.934,26.602,5.735,8.520,65.463,71,0,3293,5,0,596
397,38,6,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29,34,0,0.680,7.840,35.934,26.587,5.911,8.950,61.724,104,0,3359,4,0,595
370,28,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,26,4,0,0.680,7.310,35.918,26.614,5.698,7.461,7.873,79,0,3419,6,0,598
392,29,5,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,27,0,0,0.680,6.980,35.918,26.587,6.048,10.420,28.053,98,0,3259,8,0,596
394,33,7,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,0,0,0.680,7.200,35.934,26.616,6.204,8.882,37.343,88,0,3451,4,0,596
384,31,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,0,0,0.680,7.110,35.961,26.633,6.284,7.475,7.553,71,0,3032,4,0,595
363,41,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,27,0,0.680,7.310,35.934,26.602,5.830,8.596,9.211,91,0,3163,11,0,596
382,35,7,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,30,40,0.680,7.970,35.934,26.602,5.327,10.159,21.829,80,0,3451,9,0,597
396,38,8,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,34,0,0.680,7.550,35.918,26.556,6.477,11.397,25.433,92,0,2975,3,0,596
374,43,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,30,0,0.680,7.010,35.961,26.546,6.287,9.370,11.572,92,0,3469,6,0,596
364,50,7,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,31,0,0.670,6.980,35.918,26.601,6.782,10.985,13.361,86,0,3142,7,0,595
363,46,7,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,30,0,0.680,7.550,35.934,26.570,5.862,8.374,34.361,88,0,3293,6,0,596
383,39,3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0,0,0.680,7.870,35.948,26.559,5.524,7.526,32.161,89,0,3278,6,0,596
384,40,10,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,25,0,0.680,7.770,35.948,26.543,5.941,9.836,51.407,103,0,3260,8,0,595
387,38,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,16,0,0.680,7.710,35.961,26.573,5.760,7.899,8.633,87,0,3608,10,0,596
395,37,7,0,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,21,0,30,0,0.680,7.680,35.948,26.573,5.944,9.971,114.894,88,0,3356,15,0,595
384,35,8,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,7.660,35.948,26.559,5.911,9.100,10.916,101,0,3346,5,0,595
391,45,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,31,33,0,0.680,7.970,35.918,26.541,6.026,7.890,20.176,93,0,3232,6,0,596
407,37,8,2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,31,31,0,0.680,8.130,35.934,26.587,6.050,8.952,49.179,106,0,3256,9,0,596
385,26,6,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,35,32,0,0.680,7.740,35.961,26.514,5.480,8.500,10.508,77,0,3519,6,0,596
370,44,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0.680,8.010,35.934,26.570,5.494,6.587,6.695,104,0,3229,11,0,596
369,38,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31,0,0,0.680,7.860,35.948,26.527,5.546,6.906,7.029,90,0,3435,8,0,596
355,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,7.780,35.948,26.616,5.271,6.089,6.146,79,0,3126,9,0,595
381,44,12,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,38,0.680,7.410,35.934,26.559,6.297,9.545,28.170,93,0,3055,8,0,595
383,42,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,30,35,0,0.680,7.800,35.961,26.573,5.622,8.450,42.113,106,0,3447,8,0,597
356,31,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,7.740,35.918,26.570,5.051,5.732,5.788,92,0,2978,6,0,596
376,31,6,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,0,3,0.680,7.700,35.948,26.602,5.489,9.010,15.730,88,0,3482,9,0,595
395,34,5,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,35,31,0.680,7.670,35.948,26.587,5.768,9.559,27.880,105,0,3098,6,0,596
412,33,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,30,0,0,0.680,7.650,35.948,26.559,5.729,6.519,6.582,100,0,3340,8,0,595
366,33,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0.680,7.910,35.934,26.570,5.299,6.133,6.161,100,0,3259,3,0,596
387,35,5,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,29,0,0.680,8.090,35.961,26.529,5.292,7.502,72.628,111,0,3276,8,0,596
380,47,7,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,31,0,0.680,7.250,35.961,26.546,6.466,11.659,13.647,107,0,3582,5,0,597
413,42,9,2,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,33,0,0.680,7.400,35.948,26.543,7.147,12.253,55.505,92,0,3278,12,0,595
423,26,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29,28,0,0.680,7.470,35.948,26.573,6.192,8.325,8.785,88,0,3658,11,0,596
371,46,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,35,0,0.680,7.530,35.934,26.602,5.878,8.383,10.377,92,0,3364,10,0,595
373,34,10,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,10,0,0.680,7.070,35.934,26.616,6.423,9.224,9.810,111,0,3588,8,0,596
399,42,7,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,38,0.680,7.580,35.961,26.605,6.111,11.101,77.742,93,0,3219,8,0,596
426,32,8,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,0,34,0.680,7.590,35.948,26.633,6.196,10.942,19.361,91,0,3716,5,0,596
397,46,8,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,30,0,0.680,7.930,35.961,26.605,6.084,8.836,21.686,112,0,3155,6,0,596
378,40,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,28,0,0.680,8.440,35.961,26.648,5.427,7.812,8.308,87,0,3586,9,0,596
374,42,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,35,0,0.680,8.090,35.934,26.675,5.486,7.590,31.796,86,0,3380,10,0,595
345,43,8,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,42,0.680,7.580,35.975,26.619,5.571,8.072,13.332,101,0,3353,3,0,596
404,36,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,38,0,0.680,6.840,35.961,26.588,6.975,9.116,9.565,107,0,3390,12,0,596
364,41,9,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,26,32,0,0.680,7.710,35.948,26.602,5.907,10.130,12.557,102,0,3240,6,0,595
391,34,8,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,31,55,0.680,7.420,35.948,26.602,6.126,10.963,18.364,91,0,3355,10,0,595
378,48,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,30,0,0,0.680,7.200,35.961,26.605,6.377,7.592,7.674,93,0,3206,9,0,596
372,31,14,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0,37,0.680,7.340,35.991,26.651,6.241,10.899,31.329,99,0,3284,6,0,596
384,22,10,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,28,0,0.680,7.810,35.948,26.602,5.562,8.663,10.653,94,0,3296,3,0,596
397,49,4,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,28,40,0,0.680,7.400,35.948,26.587,6.338,8.458,79.343,90,0,3321,5,0,596
367,32,6,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,32,39,0.680,7.010,35.975,26.634,6.062,12.289,20.574,94,0,3460,8,0,595
338,35,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,29,0,0.680,7.230,35.948,26.616,5.333,8.967,24.682,88,0,3152,7,0,596
370,33,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,33,0,0,0.680,7.120,35.948,26.587,5.762,7.029,7.156,111,0,3479,5,0,595
388,44,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,7.330,35.948,26.573,6.183,7.915,9.582,102,0,3141,7,0,596
368,31,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0.680,7.200,35.948,26.559,5.634,6.398,6.459,101,0,3407,8,0,596
374,43,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,40,0,0.680,7.670,35.948,26.559,5.500,8.509,46.890,97,0,3293,7,0,595
351,41,11,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,0,0,0.680,7.650,35.975,26.605,5.834,8.234,9.901,108,0,3298,9,0,596
368,36,7,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,30,20,38,0.680,7.120,35.961,26.573,6.425,11.736,18.202,83,0,3329,12,0,596
369,41,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,0,0,0.680,7.320,35.948,26.587,5.939,8.129,9.825,105,0,3336,6,0,595
370,48,8,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,0,0,0.680,7.150,35.961,26.573,6.649,9.991,38.718,100,0,3168,12,0,596
365,34,7,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,0,0,0.680,7.070,35.948,26.616,6.068,9.424,50.789,99,0,3420,11,0,595
390,45,7,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,30,0,0.680,7.300,35.948,26.573,6.721,12.747,16.995,94,0,3301,11,0,596
353,36,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,26,0,0,0.680,7.970,35.948,26.559,5.395,7.138,7.313,77,0,3429,3,0,595
359,35,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,29,0,0.680,8.750,35.975,26.619,4.539,6.848,7.584,109,0,3245,8,0,595
410,46,8,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,0,0,0.680,8.230,35.961,26.605,6.044,8.347,9.903,94,0,3265,9,0,595
396,35,8,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,32,0,0.680,8.300,35.948,26.602,5.554,8.905,33.976,88,0,3271,9,0,595
367,42,7,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,39,0.680,8.340,35.961,26.605,5.354,8.327,13.209,96,0,3215,7,0,596
367,39,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,0,0,0.680,7.740,35.961,26.633,5.691,6.292,6.302,110,0,3744,5,0,596
420,36,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,30,0,42,0.680,7.700,35.961,26.588,6.096,8.513,13.655,94,0,3337,9,0,595
377,48,8,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29,32,0,0.680,7.660,35.948,26.527,6.242,10.733,25.684,94,0,3620,6,0,595
391,36,13,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,32,0,0.680,7.650,35.961,26.573,6.379,8.569,9.014,98,0,3287,4,0,596
393,37,6,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,28,33,0,0.670,7.640,35.948,26.602,5.991,8.109,67.168,108,0,3300,6,0,596
381,36,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,0,0,0.680,7.630,35.961,26.616,5.494,6.040,6.055,98,0,3412,5,0,595
360,41,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,31,0,0.680,7.340,35.961,26.559,5.853,8.485,9.314,92,0,3070,4,0,595
370,43,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,0,0,0.680,7.170,35.975,26.605,5.937,8.125,9.894,107,0,3424,7,0,596
360,30,10,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,29,0,0.680,7.320,35.975,26.529,5.956,8.133,8.597,93,0,3042,6,0,596
406,43,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,43,0,0.680,7.440,35.975,26.561,6.346,8.128,8.569,111,0,3470,13,0,596
364,41,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0.680,7.810,35.961,26.546,5.595,7.326,20.003,91,0,3172,6,0,595
397,38,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,0,0,0.680,7.740,35.961,26.546,6.120,7.348,7.426,89,0,3584,7,0,594
354,40,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,33,0,0.680,7.690,35.991,26.546,5.505,7.215,7.642,88,0,3361,11,0,596
370,37,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,44,0.680,7.670,35.961,26.616,5.321,6.935,12.022,97,0,3374,11,0,597
372,47,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,0,0,0.680,7.980,35.961,26.529,6.030,8.318,8.552,92,0,3366,6,0,596
358,32,3,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,18,43,0.680,7.850,35.961,26.573,5.168,10.238,16.438,90,0,3380,5,0,596
395,39,8,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0.680,8.060,35.961,26.546,5.589,8.393,22.189,94,0,3172,7,0,595
384,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0.680,8.460,35.961,26.529,4.874,5.169,5.170,99,0,3395,3,0,595
403,42,8,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,35,0,0.680,8.100,35.961,26.573,5.813,10.887,79.238,95,0,3093,6,0,596
415,39,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,29,0,0.680,7.610,35.975,26.573,6.259,8.022,8.454,99,0,3455,11,0,596
365,40,6,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,33,43,0.680,7.620,35.961,26.605,5.666,10.456,29.307,97,0,3355,7,0,596
378,28,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,0,0,0.680,7.390,35.975,26.619,5.614,6.251,6.267,93,0,3336,7,0,596
376,41,9,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,41,0,0.680,6.940,35.975,26.561,6.621,10.056,24.794,92,0,3521,4,0,596
361,32,7,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,33,0,0.680,6.730,35.961,26.588,6.650,11.687,14.193,108,0,3216,4,0,596
367,33,7,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,29,36,0.680,7.030,35.948,26.602,5.842,9.438,15.784,124,0,3638,6,0,596
372,40,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,0,0,0.680,6.990,35.961,26.588,6.237,7.339,7.416,92,0,3390,10,0,595
347,40,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,0,0,0.680,7.810,35.961,26.573,5.380,6.392,6.462,105,0,3302,4,0,596
357,37,11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,0,0.680,8.660,35.961,26.633,5.039,7.021,8.487,110,0,3400,11,0,595
372,24,8,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,0,34,0,0.680,8.109,35.975,26.619,4.898,6.003,115.072,74,0,3310,10,0,595
369,32,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,21,0,0.680,7.940,35.991,26.591,5.133,7.138,7.850,105,0,3457,7,0,597
362,42,8,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,0,46,0.680,7.500,35.975,26.588,5.907,9.604,16.504,103,0,3188,7,0,597
399,53,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,33,0,0.680,8.280,35.961,26.588,6.004,8.209,8.669,118,0,3456,2,0,596
348,36,6,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,30,0,0,0.680,8.020,35.961,26.573,5.105,7.478,9.113,95,0,3140,10,0,596
387,37,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,29,0,0.680,8.170,35.975,26.573,5.488,7.318,7.732,90,0,3478,3,0,596
367,34,6,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,29,0,0.680,7.960,35.948,26.543,5.329,10.374,14.250,87,0,3336,4,0,595
398,34,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,0,0,0.680,8.120,35.961,26.588,5.514,8.168,9.801,97,0,3120,9,0,595
379,31,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,7.940,35.991,26.619,5.162,6.675,8.214,96,0,3108,9,0,596
372,31,14,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,32,0,0.680,7.830,35.961,26.605,5.787,7.894,8.363,113,0,3098,6,0,596
370,32,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,0,0,0.680,8.310,35.975,26.605,5.065,5.893,5.953,99,0,3241,6,0,596
342,49,5,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,26,0,0,0.680,7.650,35.961,26.546,5.548,7.287,38.277,97,0,3143,4,0,596
343,34,9,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,38,10,0.680,7.380,35.975,26.619,5.785,10.570,17.968,93,0,3195,8,0,596
381,37,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,0,0,0.680,7.750,35.961,26.588,5.409,5.832,5.840,83,0,3138,0,0,596
405,26,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,34,0,0.680,7.490,35.975,26.619,5.754,7.920,8.422,103,0,3092,6,0,597
376,32,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,28,0,0.680,7.540,35.961,26.588,6.084,8.024,8.462,98,0,3277,8,0,596
361,43,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0.680,7.280,35.975,26.573,5.738,6.304,114.515,98,0,3574,8,0,596
372,44,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,0,0,0.680,7.730,35.991,26.651,5.389,9.436,14.178,108,0,3489,8,0,596
367,28,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,33,0,0.680,7.690,35.961,26.546,5.203,8.637,23.412,113,0,3689,10,0,595
388,42,8,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,27,0,34,0.680,8.310,35.975,26.546,5.511,9.350,90.535,99,0,3534,12,0,596
400,45,7,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,0,0,0.680,8.000,35.991,26.591,6.009,7.337,46.387,121,0,3637,6,0,596
372,42,9,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,22,0,0,0.680,7.840,35.961,26.559,6.048,8.953,88.643,111,0,3445,11,0,596
355,49,8,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,43,0.680,7.420,35.991,26.575,5.966,8.536,13.909,110,0,3486,6,0,595
372,32,7,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,0,0,0.680,7.490,35.975,26.634,5.686,8.251,10.003,97,0,3261,8,0,596
382,29,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,0,0,0.680,7.310,35.961,26.605,5.968,8.011,9.697,90,0,3355,8,0,595
370,38,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,0,0,0.680,7.700,35.961,26.573,5.566,6.693,31.715,85,0,3366,6,0,596
375,33,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,29,0,0.680,7.180,35.975,26.546,5.934,8.953,11.103,88,0,3366,8,0,596
357,32,9,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,0,0,0.680,7.100,35.991,26.591,5.959,8.728,10.576,88,0,3543,5,0,597
376,41,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,34,0,0,0.680,7.300,35.961,26.529,5.557,7.195,8.874,99,0,3477,7,0,596
