timestamp,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2_5_aqi_cf_1,pm2_5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2_5_aqi_cf_1_b,pm2_5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,location,filename
2023-10-25 15:31:00,88,36,57,1006.9,0.02,60.0,90.17,96.26,39.21,59.33,71.1,169,153,9423.83,2823.76,601.36,50.03,8.43,4.24,65.71,98.73,103.53,42.95,65.07,73.58,174,156,10706.56,3151.35,661.56,48.38,5.84,1.42,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:33:00,88,35,57,1006.89,0.02,58.47,85.53,89.74,38.19,56.26,68.44,167,152,9164.74,2751.91,551.19,39.7,6.16,3.25,65.24,99.74,103.19,42.85,65.83,73.83,174,157,10529.72,3127.0,654.89,54.44,3.28,1.07,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:35:00,88,34,56,1006.9,0.02,58.58,84.89,90.09,38.18,55.75,68.28,166,151,9207.32,2751.05,532.02,41.42,7.3,3.35,63.39,96.58,99.88,41.53,63.61,72.47,172,155,10349.49,3052.17,636.54,50.14,3.85,1.75,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:37:00,89,33,56,1006.9,0.02,57.95,84.89,90.45,37.88,55.77,68.64,166,151,9134.73,2730.82,555.61,39.84,8.02,3.68,62.24,92.98,96.76,40.66,61.07,71.14,171,154,10194.81,2986.69,617.59,44.47,4.83,1.25,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:39:00,89,33,56,1006.9,0.02,58.54,86.48,90.77,38.41,57.04,69.05,167,152,9175.29,2747.66,552.62,44.61,6.38,2.61,62.18,94.0,96.49,40.7,61.95,71.14,171,155,10171.32,2998.91,620.04,43.56,3.26,0.98,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:41:00,89,32,55,1006.87,0.02,58.24,84.76,88.53,38.07,55.66,67.88,166,151,9105.31,2731.45,548.38,39.22,4.66,2.26,63.41,92.78,95.57,41.54,61.11,70.87,170,154,10188.5,2997.56,611.15,36.26,3.11,0.52,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:43:00,89,32,55,1006.88,0.0,57.7,82.75,86.64,37.73,54.84,67.07,165,150,8963.32,2670.93,534.27,34.09,5.86,2.48,63.81,94.05,97.81,41.79,61.79,71.71,171,155,10305.79,3022.86,616.98,41.19,4.55,0.98,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:45:00,89,31,55,1006.95,0.02,58.38,83.03,88.43,38.07,54.67,67.79,165,149,8954.17,2710.36,529.95,36.53,7.41,4.0,61.91,94.3,97.89,40.54,62.17,71.87,171,155,10184.28,2997.15,613.33,47.19,4.28,1.13,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:47:00,89,31,54,1006.89,0.02,58.62,84.09,87.66,38.29,55.38,67.45,166,151,9099.59,2722.3,544.86,37.09,4.66,2.82,62.24,93.26,96.0,40.72,61.4,70.88,171,154,10168.19,2992.71,614.22,42.29,3.31,0.88,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:49:00,89,30,54,1006.89,0.02,59.26,85.11,89.49,38.62,56.06,68.28,167,152,9131.6,2740.7,563.96,36.6,6.23,3.09,61.0,90.98,93.77,39.84,60.04,70.25,170,154,9934.11,2918.81,594.6,40.32,3.39,1.53,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:51:00,90,30,54,1006.9,0.02,57.57,83.3,86.55,37.61,54.86,67.16,166,150,8921.14,2672.12,533.2,40.16,4.73,2.25,61.7,91.71,95.05,40.38,60.41,70.71,170,154,10027.34,2949.91,590.39,40.68,4.25,1.91,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:53:00,90,30,54,1006.88,0.02,56.89,80.26,85.37,37.18,53.19,66.6,164,146,8816.11,2635.23,502.47,32.65,6.67,4.47,60.3,88.65,91.59,39.33,58.33,69.11,168,153,9843.22,2889.31,582.87,37.15,3.5,1.31,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:55:00,90,30,54,1006.83,0.02,55.28,79.82,81.75,35.95,53.14,64.86,164,145,8720.0,2597.39,512.93,30.39,2.7,1.51,60.39,88.0,91.27,39.38,57.7,68.82,168,152,9834.05,2892.2,568.91,37.16,4.61,0.79,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:57:00,90,30,54,1006.86,0.02,57.62,82.33,85.55,37.64,54.15,66.65,165,148,8940.55,2687.96,509.49,34.4,4.6,2.09,60.93,92.0,95.16,39.76,60.52,70.48,170,154,10014.67,2941.4,603.55,43.55,3.79,0.91,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 15:59:00,90,29,54,1006.87,0.02,57.39,83.39,88.16,37.59,55.12,67.91,166,151,8945.2,2676.02,529.2,38.55,6.96,3.11,61.63,90.09,93.49,40.33,59.25,69.82,169,153,10036.37,2948.05,580.54,37.95,4.54,1.81,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:01:00,90,29,54,1006.84,0.02,56.95,81.72,85.68,37.23,53.91,66.72,165,147,8850.37,2644.61,515.37,37.96,5.79,2.32,60.85,87.76,90.98,39.63,57.61,68.83,168,152,9859.39,2909.78,559.3,35.93,4.35,1.5,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:03:00,90,29,54,1006.82,0.0,56.59,80.66,83.55,36.98,53.39,65.82,164,146,8743.98,2625.02,505.07,32.66,4.16,2.09,59.81,88.93,92.83,39.07,58.6,69.83,169,153,9759.93,2869.33,571.88,41.29,4.55,1.64,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:05:00,90,29,54,1006.82,0.02,56.68,80.38,83.38,37.18,53.39,65.7,164,146,8722.93,2626.77,526.95,28.36,4.2,1.8,58.87,88.51,90.51,38.53,58.28,68.89,168,153,9564.91,2825.81,564.51,41.79,2.15,0.83,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:07:00,90,29,53,1006.84,0.02,54.0,78.22,82.09,35.4,52.35,65.07,163,143,8462.02,2529.87,497.35,38.2,5.42,3.25,59.24,85.93,88.24,38.72,56.48,67.76,167,152,9622.03,2819.31,555.45,32.86,2.88,0.53,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:09:00,90,28,53,1006.94,0.02,55.98,78.7,82.02,36.57,52.5,65.11,163,144,8584.98,2580.54,501.96,30.82,4.59,2.54,57.02,86.35,89.68,37.19,56.75,68.32,167,152,9439.68,2763.88,556.65,44.89,4.75,1.61,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:11:00,90,28,53,1006.78,0.02,54.37,77.82,80.7,35.54,52.12,64.54,163,143,8426.26,2524.49,498.07,32.25,3.91,2.07,56.83,85.61,88.56,37.17,56.33,67.96,167,152,9323.61,2740.72,555.91,40.3,4.09,1.44,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:13:00,90,28,53,1006.8,0.02,55.31,78.86,83.41,36.08,52.29,65.61,163,143,8552.95,2567.49,484.76,38.22,6.46,2.64,58.43,86.73,89.88,38.14,57.12,68.54,167,152,9432.96,2785.05,550.8,43.2,4.46,1.2,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:15:00,91,29,54,1006.81,0.02,53.67,77.61,81.02,35.31,52.24,64.65,163,143,8348.89,2495.52,477.46,35.74,4.74,2.8,57.28,85.32,88.79,37.47,56.14,68.18,167,152,9300.84,2744.02,531.65,44.61,4.51,1.81,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:17:00,91,29,54,1006.78,0.02,50.98,71.73,74.62,34.15,50.05,61.75,160,138,7958.24,2377.75,461.18,26.56,4.51,1.58,57.04,83.25,85.09,37.25,54.68,66.36,166,149,9326.41,2728.59,516.7,36.8,2.11,0.39,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:19:00,91,29,54,1006.77,0.02,52.49,72.29,74.37,34.8,50.37,61.53,160,139,8024.34,2409.54,460.63,21.76,2.85,1.81,58.2,85.25,87.87,38.15,56.07,67.71,167,152,9417.6,2769.73,538.53,34.67,3.51,1.07,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:21:00,91,29,55,1006.8,0.02,51.53,71.71,73.74,34.38,50.02,61.4,160,138,7967.64,2377.97,452.21,23.98,2.95,0.93,56.11,80.64,83.49,36.69,53.38,65.76,164,146,9056.29,2666.16,514.69,32.87,3.82,0.93,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:22:00,91,29,54,1006.79,0.0,49.6,69.0,70.82,33.56,49.09,59.91,158,136,7733.33,2306.84,423.91,24.31,2.62,1.42,53.93,78.9,81.66,35.37,52.54,65.0,163,144,8851.76,2598.37,515.24,30.51,3.68,0.71,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:24:00,91,29,54,1006.8,0.02,47.91,65.79,67.79,33.1,47.86,58.19,157,133,7451.9,2227.9,395.64,19.31,3.16,1.16,53.84,77.62,78.93,35.21,52.0,63.54,163,143,8726.89,2561.86,494.8,29.86,1.82,0.62,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:26:00,90,29,53,1006.84,0.02,46.64,65.47,68.36,32.56,47.42,58.18,156,131,7325.13,2186.85,419.62,25.71,3.89,1.87,52.55,76.68,78.08,34.6,51.73,63.12,162,142,8661.65,2529.08,484.73,31.45,1.52,1.0,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:28:00,90,29,53,1006.81,0.02,44.96,63.91,65.95,32.05,47.11,57.27,156,131,7056.49,2085.67,416.04,20.15,3.22,0.58,52.07,75.73,77.79,34.59,51.57,63.2,162,142,8507.57,2494.29,484.95,30.11,2.2,0.73,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:30:00,90,28,52,1007.33,0.02,44.95,60.88,62.68,32.28,46.0,55.51,154,128,6941.68,2064.47,379.51,15.96,2.51,0.96,52.8,76.34,78.21,34.79,51.68,63.29,162,142,8541.64,2511.12,464.2,32.16,2.32,0.77,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:32:00,90,28,53,1006.83,0.02,45.67,63.78,66.45,32.41,46.98,57.5,156,130,7081.76,2124.21,407.47,23.79,3.69,2.22,50.2,73.07,75.29,33.75,50.32,61.89,160,139,8193.59,2407.96,463.73,30.89,2.52,0.91,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:34:00,90,28,52,1006.82,0.02,44.4,61.96,63.53,31.7,46.23,55.79,155,129,6856.26,2045.72,381.82,24.4,2.19,0.82,51.3,71.68,73.62,34.07,49.98,61.25,160,138,8204.25,2423.7,449.64,20.93,2.75,0.8,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:36:00,90,28,52,1006.83,0.02,43.93,61.14,62.98,31.71,46.09,55.74,154,128,6789.16,2037.17,384.43,17.91,2.69,1.33,49.49,70.1,72.14,33.97,49.68,60.63,159,137,8031.46,2351.95,441.76,22.14,3.2,0.71,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:38:00,89,28,51,1006.84,0.02,43.56,61.53,62.4,31.56,46.09,55.25,154,128,6880.0,2047.07,377.6,20.07,1.02,0.47,48.91,71.12,72.63,33.44,49.79,60.63,159,137,7961.42,2349.63,441.35,29.25,1.86,0.82,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:40:00,89,27,51,1006.82,0.02,48.43,67.0,68.34,33.31,48.19,58.53,157,133,7559.17,2245.74,412.36,21.55,2.38,0.64,51.52,74.7,76.43,34.05,50.79,62.12,161,140,8351.41,2470.54,460.61,36.18,2.27,0.3,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:42:00,89,28,52,1006.86,0.0,47.84,66.77,69.14,32.89,47.91,58.84,157,133,7539.0,2253.05,414.75,20.95,3.25,1.34,52.0,78.68,81.39,34.41,52.22,64.76,163,143,8549.56,2512.78,487.07,46.0,3.15,1.63,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:44:00,89,27,51,1006.91,0.02,48.76,68.47,70.33,33.22,48.81,59.48,158,135,7575.88,2274.0,421.78,27.47,2.48,1.38,51.91,74.86,77.16,34.38,50.96,62.61,161,140,8653.18,2512.68,477.5,24.75,3.12,0.71,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:46:00,89,27,51,1006.9,0.02,48.98,68.91,70.3,33.6,49.11,59.61,158,136,7561.26,2278.56,438.67,22.96,2.07,1.0,51.82,76.47,77.81,34.21,51.54,63.04,162,142,8482.84,2492.61,478.68,33.09,1.98,0.3,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:48:00,89,27,51,1006.91,0.02,48.96,69.57,71.74,33.48,49.33,60.33,159,136,7625.5,2280.31,429.39,29.15,3.39,1.52,52.02,75.28,77.31,34.31,51.14,62.69,161,141,8469.67,2500.05,478.03,28.91,2.43,0.38,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:50:00,90,27,51,1006.92,0.02,51.54,71.76,74.53,34.42,50.0,61.73,160,138,7985.24,2398.0,451.27,22.12,3.95,1.81,55.39,81.07,83.51,36.22,53.42,65.56,164,146,9096.15,2668.81,532.25,28.81,3.27,1.15,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:52:00,90,27,51,1006.95,0.02,54.29,75.71,78.26,35.57,51.47,63.4,162,141,8421.31,2521.69,472.53,26.22,3.76,1.41,56.69,81.89,83.73,37.07,54.16,65.95,165,148,9255.87,2707.91,506.4,32.84,2.31,0.95,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:54:00,90,27,51,1006.98,0.02,52.64,75.42,78.27,34.78,51.29,63.4,162,141,8277.93,2462.09,478.65,32.82,4.24,1.93,56.65,82.33,84.72,36.93,54.3,66.32,165,148,9239.26,2699.67,505.33,39.75,2.91,0.39,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:56:00,90,27,51,1006.99,0.02,51.36,73.8,76.45,34.34,50.84,62.5,161,140,8123.2,2421.52,468.88,28.57,3.93,1.62,55.16,80.68,83.59,36.14,53.54,65.95,164,146,9049.82,2650.52,510.02,35.41,3.68,1.09,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 16:58:00,90,26,51,1007.0,0.02,53.54,76.04,79.36,35.18,51.62,64.05,162,142,8238.27,2472.82,476.77,34.02,5.0,1.79,55.07,78.81,81.98,35.89,52.33,64.95,163,143,8960.21,2625.3,502.0,27.54,4.09,0.93,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:00:00,90,26,51,1007.0,0.02,53.09,74.25,77.89,35.02,51.07,63.25,161,140,8300.05,2472.96,459.56,27.44,5.3,1.96,55.95,80.44,83.44,36.47,53.18,65.53,164,146,9199.15,2691.07,494.29,32.64,4.35,1.69,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:02:00,90,27,51,1007.0,0.0,52.16,74.5,77.02,34.66,51.11,62.86,161,140,8091.27,2428.77,476.7,29.02,3.75,1.68,56.29,82.24,84.51,36.83,54.2,66.12,165,148,9034.9,2677.0,506.05,38.95,2.37,1.32,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:04:00,90,26,51,1007.02,0.02,51.46,74.47,77.28,34.35,51.04,62.84,161,140,8056.05,2408.95,462.79,34.11,4.3,1.74,55.72,84.3,86.11,36.43,55.52,67.06,166,151,9117.5,2677.69,538.98,42.65,2.44,0.46,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:06:00,90,26,51,1007.03,0.02,50.57,71.88,73.84,34.11,50.23,61.32,160,138,7929.21,2361.96,444.0,25.45,3.16,0.88,54.85,80.02,83.61,35.76,53.03,65.76,164,145,8926.78,2631.58,514.81,38.07,5.25,1.93,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:08:00,90,26,50,1007.03,0.02,50.6,71.51,73.79,34.07,49.86,61.28,160,137,7836.58,2357.28,451.28,26.05,3.23,1.3,53.82,79.23,81.25,35.25,52.61,64.68,163,144,8758.47,2573.51,513.25,32.51,2.53,0.98,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:10:00,90,26,50,1007.01,0.02,50.73,74.04,77.64,33.95,50.55,62.89,161,139,8022.16,2394.36,478.07,36.38,5.07,2.25,53.98,78.88,81.16,35.32,52.57,64.77,163,144,8770.34,2575.68,501.88,34.59,2.12,1.09,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:12:00,90,25,50,1007.06,0.02,50.23,71.53,73.77,34.05,50.14,61.46,160,138,7829.37,2343.32,441.23,30.79,2.91,1.75,53.8,77.49,80.87,35.33,52.11,64.64,163,143,8639.18,2546.96,475.82,32.02,4.11,1.58,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:14:00,90,25,50,1007.06,0.02,50.33,69.67,72.37,33.93,49.35,60.72,159,136,7723.58,2322.25,428.89,26.07,3.95,1.84,52.02,75.63,77.72,34.39,51.3,62.96,162,141,8496.42,2495.11,482.19,30.3,2.47,1.18,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:16:00,90,25,50,1007.08,0.02,49.11,68.95,71.26,33.61,49.16,60.09,158,136,7674.42,2289.7,428.74,25.0,3.07,1.28,52.47,76.03,79.07,34.75,51.64,63.68,162,142,8520.81,2511.61,482.02,34.36,3.88,1.68,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:18:00,90,25,50,1007.16,0.02,48.55,69.62,73.13,33.31,49.29,60.87,159,136,7587.33,2263.45,436.58,32.69,4.73,2.6,52.38,74.98,76.53,34.69,51.12,62.57,161,140,8518.6,2485.97,485.9,24.31,2.07,0.38,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:20:00,91,25,51,1007.13,0.02,47.83,68.49,71.27,32.93,48.78,60.0,158,135,7584.56,2256.14,431.1,26.92,3.78,1.9,52.28,76.32,78.42,34.63,51.75,63.54,162,142,8467.32,2491.65,481.46,32.81,2.28,0.61,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:21:00,90,25,50,1007.12,0.0,48.42,67.64,72.38,33.11,48.36,60.38,158,134,7572.13,2270.93,428.51,28.47,6.96,3.44,51.44,73.86,76.49,34.42,50.93,62.56,161,140,8348.37,2459.86,471.33,28.0,2.63,1.35,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:23:00,91,25,50,1007.12,0.02,47.53,68.42,71.0,32.98,48.82,60.02,158,135,7460.0,2226.18,425.61,29.39,3.42,2.37,49.78,73.56,76.22,33.67,50.65,62.2,161,139,8178.56,2411.02,466.52,34.13,3.11,0.59,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:25:00,91,25,50,1007.13,0.02,46.45,65.09,67.39,32.43,47.21,57.91,156,131,7320.96,2172.41,410.21,25.07,3.39,1.23,51.0,75.6,77.88,34.14,51.33,63.16,162,141,8334.53,2456.0,470.04,38.0,2.82,1.3,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:27:00,91,25,50,1007.18,0.02,47.15,66.38,68.07,33.0,48.16,58.42,157,133,7315.96,2182.64,406.4,27.4,2.49,1.02,50.78,75.05,76.95,34.12,51.19,62.72,161,141,8329.97,2447.86,478.97,32.14,2.36,0.78,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:29:00,91,25,50,1007.17,0.02,46.82,68.84,72.04,32.75,49.02,60.54,158,135,7421.3,2220.02,446.68,32.48,4.73,2.02,49.62,72.77,74.41,33.68,50.39,61.59,160,139,8038.88,2374.14,465.21,30.71,2.34,0.82,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:31:00,91,25,50,1007.2,0.02,46.58,65.98,68.42,32.75,47.98,58.55,157,133,7306.9,2191.98,412.97,25.13,3.8,1.15,49.53,71.35,73.13,33.85,50.11,61.2,159,138,8031.6,2352.8,451.33,27.89,2.38,0.53,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:33:00,91,24,50,1007.21,0.02,45.49,66.42,69.49,32.11,47.89,59.11,157,133,7165.75,2150.13,410.47,33.29,4.2,1.98,49.05,71.3,73.41,33.57,49.91,61.21,159,138,7956.27,2351.12,450.7,28.62,2.66,0.79,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:35:00,91,24,50,1007.22,0.02,44.21,62.71,64.09,31.77,46.57,56.34,155,129,6973.18,2076.73,404.61,18.88,2.04,0.59,49.05,71.78,73.64,33.71,50.16,61.29,160,138,8058.83,2359.93,455.84,28.78,1.9,1.1,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:37:00,91,24,49,1007.28,0.02,45.0,63.79,67.21,32.07,47.04,57.91,156,130,7050.16,2093.4,386.56,30.37,5.0,2.42,48.47,70.1,71.5,33.33,49.53,60.28,159,137,7881.93,2319.41,448.29,26.62,1.5,0.91,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:39:00,91,25,50,1007.25,0.02,43.74,62.93,65.95,31.62,46.66,57.21,155,130,6925.66,2069.81,405.78,26.1,4.55,2.1,48.81,70.19,71.87,33.56,49.52,60.43,159,137,8006.22,2352.2,455.72,24.8,2.17,0.74,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:41:00,91,25,50,1007.25,0.0,44.5,62.39,63.95,31.89,46.32,56.14,155,129,6903.95,2062.2,380.3,24.7,2.14,1.05,48.86,71.26,74.1,33.38,49.81,61.4,159,137,7938.57,2317.52,445.67,35.52,3.26,1.43,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:43:00,91,25,50,1007.28,0.02,45.14,63.72,66.02,32.07,46.9,57.24,155,130,7073.84,2107.81,398.22,25.28,3.43,1.09,49.47,71.73,74.58,33.51,49.95,61.62,160,138,7945.96,2353.76,455.33,34.02,3.4,1.22,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:45:00,91,25,50,1007.3,0.02,44.54,63.88,66.5,31.86,47.07,57.55,156,131,6976.12,2086.16,401.64,29.14,3.55,1.5,49.05,69.98,72.7,33.67,49.47,60.79,159,136,7970.0,2341.04,430.81,29.47,2.75,0.89,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:47:00,91,25,50,1007.28,0.02,45.75,66.09,68.82,32.42,47.85,58.73,157,132,7144.75,2150.42,408.36,30.85,3.65,2.09,48.34,70.79,73.03,33.29,49.86,61.0,159,137,7880.59,2313.72,450.69,33.9,2.12,0.69,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:49:00,91,25,50,1007.32,0.02,46.02,63.14,65.34,32.74,46.86,56.93,155,130,7128.1,2133.6,390.66,22.9,3.1,1.93,48.18,69.61,71.63,33.3,49.49,60.44,159,137,7785.89,2288.21,436.0,29.35,2.53,0.49,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:51:00,91,25,50,1007.29,0.02,45.64,65.64,67.98,32.5,47.75,58.3,156,132,7176.75,2138.98,404.29,30.18,3.54,1.64,48.25,71.33,73.82,33.18,49.91,61.25,159,138,7923.74,2333.39,444.93,34.58,2.47,1.05,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:53:00,91,25,50,1007.26,0.02,43.32,62.25,64.75,31.35,46.37,56.46,155,129,6861.42,2047.86,396.84,25.58,3.39,1.81,47.58,69.4,71.09,32.79,49.02,59.84,158,135,7755.74,2272.32,439.02,31.37,1.89,0.46,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:55:00,91,25,50,1007.31,0.02,44.49,62.14,64.88,31.68,46.04,56.51,155,128,6917.68,2072.44,387.28,22.54,4.28,1.49,47.07,68.91,70.98,32.79,48.93,59.95,158,135,7706.26,2269.44,440.82,29.79,2.3,1.14,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:57:00,91,25,50,1007.3,0.02,43.79,62.48,66.69,31.55,46.43,57.64,155,129,6890.69,2074.66,390.95,26.81,6.52,2.17,47.86,69.44,71.46,33.05,49.16,60.09,158,136,7744.21,2276.05,435.89,29.84,2.46,0.68,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 17:59:00,91,25,50,1007.33,0.02,44.79,65.03,67.1,31.98,47.52,57.78,156,132,7057.45,2109.71,398.05,32.21,2.76,1.21,48.31,71.48,73.35,33.11,49.87,61.07,160,137,7889.11,2331.89,447.26,31.59,2.06,1.04,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 18:01:00,91,25,51,1007.31,0.0,45.13,62.22,64.24,32.11,46.24,56.2,155,129,6991.07,2093.87,385.8,21.49,2.96,1.42,47.4,69.23,71.0,33.02,49.16,60.02,158,136,7759.95,2268.91,432.3,31.47,2.09,0.58,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 18:03:00,91,25,51,1007.31,0.02,43.81,62.95,65.76,31.64,46.76,57.14,155,130,6944.28,2065.4,384.64,27.72,4.02,2.31,47.49,70.38,72.51,32.89,49.42,60.65,159,136,7747.31,2280.69,448.27,34.2,2.58,0.8,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 18:05:00,91,25,51,1007.33,0.02,46.14,64.64,67.9,32.59,47.55,58.33,156,132,7248.83,2148.81,407.33,23.93,3.98,2.95,49.02,70.95,73.23,33.6,49.86,61.09,159,137,7994.79,2339.44,451.56,28.79,3.26,0.86,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 18:07:00,92,25,51,1007.31,0.02,48.15,70.75,75.07,33.36,49.84,61.93,159,137,7590.16,2267.05,446.09,36.89,5.67,2.89,52.58,77.59,80.0,34.69,52.14,64.12,163,143,8551.63,2514.19,486.31,34.97,3.02,1.53,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
2023-10-25 18:09:00,91,25,51,1007.66,0.02,49.76,70.72,73.52,33.86,49.79,61.24,159,137,7719.26,2315.71,436.86,30.55,3.57,2.36,53.04,77.24,79.4,35.0,52.04,63.93,162,143,8556.98,2518.67,484.64,31.56,2.6,1.11,20231111,uploads\purple_air_20231111_214539_CCD__20231025.csv
