timestamp,Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,MToFBin1,MToFBin3,MToFBin5,MToFBin7,SamplingPeriod,SFR,Temp,RH,PM_1.000,PM_2.500,PM_10.000,RjtGlitch,RjtLong,RjtRatio,RjtRange,FanRevs,LaserStatus,filename
2023-10-25 15:24:41.870,521,53,9,2,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,32,0,0.68,6.8,31.892,43.614,9.162,17.882,25.675,80,0,2020,14,0,595,n3_20231111_215901_CCD__OPC2_010.CSV
2023-10-25 15:24:43.265,523,70,17,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,27,33,0,0.68,6.57,31.921,43.578,10.51,14.922,44.927,105,0,2064,11,0,596,n3_20231111_215901_CCD__OPC2_010.CSV
2023-10-25 15:24:44.661,489,60,21,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,30,41,0.68,6.46,31.934,43.591,9.849,17.292,27.979,103,0,2019,14,0,596,n3_20231111_215901_CCD__OPC2_010.CSV
2023-10-25 15:24:46.056,569,67,8,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,33,15,0.68,6.7,31.95,43.608,9.871,14.886,23.019,108,0,1995,14,0,596,n3_20231111_215901_CCD__OPC2_010.CSV
2023-10-25 15:24:47.452,530,60,16,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,30,0,0.68,6.52,31.95,43.636,10.255,14.859,15.982,111,0,2067,12,0,596,n3_20231111_215901_CCD__OPC2_010.CSV
2023-10-25 15:24:48.847,541,47,18,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,27,23,0,0.68,6.45,31.921,43.715,10.522,16.555,43.704,103,0,2032,11,0,596,n3_20231111_215901_CCD__OPC2_010.CSV
2023-10-25 15:24:50.243,506,62,17,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,30,0,0.68,6.69,31.95,43.636,9.928,16.262,19.487,103,0,1964,6,0,596,n3_20231111_215901_CCD__OPC2_010.CSV
2023-10-25 15:24:51.638,546,54,13,2,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,27,31,0,0.68,6.53,31.95,43.636,10.031,16.458,50.26,119,0,2070,11,0,596,n3_20231111_215901_CCD__OPC2_010.CSV
2023-10-25 15:24:53.034,588,58,21,3,2,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,28,34,0,0.68,6.73,31.964,43.665,11.075,17.796,83.15,121,0,1968,11,0,596,n3_20231111_215901_CCD__OPC2_010.CSV
2023-10-25 15:24:54.429,572,69,12,5,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,28,40,36,0.68,6.54,31.964,43.678,11.12,18.021,99.293,104,0,1949,6,0,596,n3_20231111_215901_CCD__OPC2_010.CSV
2023-10-25 15:24:55.825,482,59,15,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,33,34,0.68,6.73,31.977,43.585,8.886,14.41,22.853,118,0,2027,11,0,596,n3_20231111_215901_CCD__OPC2_010.CSV
2023-10-25 15:24:57.220,513,55,17,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,31,0,0,0.68,6.83,31.99,43.558,9.484,12.198,12.459,115,0,2074,15,0,596,n3_20231111_215901_CCD__OPC2_010.CSV
2023-10-25 15:24:58.616,459,61,26,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,9,0,0.68,6.89,31.977,43.572,9.94,15.734,18.196,107,0,2012,12,0,596,n3_20231111_215901_CCD__OPC2_010.CSV
2023-10-25 15:25:00.011,514,50,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,34,0,0,0.68,6.64,31.99,43.503,8.878,10.323,10.413,125,0,1978,16,0,596,n3_20231111_215901_CCD__OPC2_010.CSV
2023-10-25 15:25:01.407,537,52,16,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,0,0,0.68,6.78,31.977,43.476,9.694,11.833,11.986,103,0,2002,18,0,596,n3_20231111_215901_CCD__OPC2_010.CSV
2023-10-25 15:25:02.802,511,51,5,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,27,0,0,0.68,6.58,32.006,43.463,9.053,13.24,15.377,119,0,2104,15,0,596,n3_20231111_215901_CCD__OPC2_010.CSV
2023-10-25 15:25:04.198,530,59,9,2,1,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,26,32,0,0.68,7.07,32.006,43.494,9.036,17.604,99.013,114,0,2027,10,0,595,n3_20231111_215901_CCD__OPC2_010.CSV
2023-10-25 15:25:05.593,509,52,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,30,0,0,0.68,7.01,32.036,43.482,8.633,10.773,10.972,94,0,2082,7,0,596,n3_20231111_215901_CCD__OPC2_010.CSV
